coord,type,strand,ID,Alias,Name,Derives_from,sRNA_115,sRNA_266_4,sRNA_793,sRNA_LU
chr5:119154646-119154667,miRNA,+,MIMAT0022500,MIMAT0022500,hsa-miR-5706,MI0019314,0,0,0,0
chr7:158591625-158591646,miRNA,+,MIMAT0022501,MIMAT0022501,hsa-miR-5707,MI0019315,0,0,0,0
chr8:80241398-80241417,miRNA,+,MIMAT0022502,MIMAT0022502,hsa-miR-5708,MI0019316,0,0,0,0
chr1:109598901-109598923,miRNA,+,MIMAT0022691,MIMAT0022691,hsa-miR-197-5p,MI0000239,15,3,0,0
chr1:198858887-198858907,miRNA,-,MIMAT0022692,MIMAT0022692,hsa-miR-181b-3p,MI0000270,3,1,1,1
chr9:70809993-70810013,miRNA,-,MIMAT0022693,MIMAT0022693,hsa-miR-204-3p,MI0000284,213,78,21,140
chr15:31065059-31065079,miRNA,-,MIMAT0022694,MIMAT0022694,hsa-miR-211-3p,MI0000287,69,136,6,1
chr17:2050328-2050350,miRNA,-,MIMAT0022695,MIMAT0022695,hsa-miR-212-5p,MI0000288,23,43,10,57
chr17:59151187-59151208,miRNA,-,MIMAT0022696,MIMAT0022696,hsa-miR-301a-5p,MI0000745,7,7,9,11
chr14:101054352-101054372,miRNA,+,MIMAT0022697,MIMAT0022697,hsa-miR-382-3p,MI0000790,6,2,184,220
chr14:100307912-100307933,miRNA,+,MIMAT0022698,MIMAT0022698,hsa-miR-345-3p,MI0000825,1,0,0,0
chrX:134540358-134540379,miRNA,-,MIMAT0022700,MIMAT0022700,hsa-miR-450a-1-3p,MI0001652,0,0,0,1
chrX:147230788-147230809,miRNA,-,MIMAT0022701,MIMAT0022701,hsa-miR-506-5p,MI0003193,18,33,1,0
chrX:147279301-147279323,miRNA,-,MIMAT0022702,MIMAT0022702,hsa-miR-514a-5p,MI0003198,0,0,0,0
chrX:147281992-147282014,miRNA,-,MIMAT0022702_1,MIMAT0022702,hsa-miR-514a-5p,MI0003199,0,0,0,0
chrX:147284690-147284712,miRNA,-,MIMAT0022702_2,MIMAT0022702,hsa-miR-514a-5p,MI0003200,0,0,0,0
chr14:101047369-101047390,miRNA,+,MIMAT0022705,MIMAT0022705,hsa-miR-539-3p,MI0003514,2,0,444,674
chr2:188297517-188297538,miRNA,+,MIMAT0022706,MIMAT0022706,hsa-miR-561-5p,MI0003567,41,14,30,12
chr3:195699425-195699446,miRNA,+,MIMAT0022707,MIMAT0022707,hsa-miR-570-5p,MI0003577,0,0,0,0
chr5:149062334-149062355,miRNA,-,MIMAT0022708,MIMAT0022708,hsa-miR-584-3p,MI0003591,10,0,5,4
chrX:110055349-110055373,miRNA,+,MIMAT0022709,MIMAT0022709,hsa-miR-652-5p,MI0003667,0,0,0,0
chr22:37847732-37847753,miRNA,-,MIMAT0022710,MIMAT0022710,hsa-miR-659-5p,MI0003683,1,3,5,6
chrX:50013292-50013312,miRNA,+,MIMAT0022711,MIMAT0022711,hsa-miR-660-3p,MI0003684,2,0,0,0
chr5:176367996-176368017,miRNA,+,MIMAT0022712,MIMAT0022712,hsa-miR-1271-3p,MI0003814,0,0,0,0
chr14:101044250-101044271,miRNA,+,MIMAT0022713,MIMAT0022713,hsa-miR-1185-2-3p,MI0003821,0,0,20,39
chrX:119646799-119646820,miRNA,-,MIMAT0022714,MIMAT0022714,hsa-miR-766-5p,MI0003836,3,4,0,2
chr9:28888889-28888910,miRNA,-,MIMAT0022717,MIMAT0022717,hsa-miR-873-3p,MI0005564,40,33,5,15
chr7:92204067-92204087,miRNA,-,MIMAT0022719,MIMAT0022719,hsa-miR-1285-5p,MI0006346,0,0,0,0
chr11:93733691-93733712,miRNA,-,MIMAT0022720,MIMAT0022720,hsa-miR-1304-3p,MI0006371,157,46,15,21
chr14:101560326-101560349,miRNA,-,MIMAT0022721,MIMAT0022721,hsa-miR-1247-3p,MI0006382,0,0,0,0
chr4:147344681-147344703,miRNA,-,MIMAT0022722,MIMAT0022722,hsa-miR-548g-5p,MI0006395,0,0,0,0
chr8:27048871-27048893,miRNA,-,MIMAT0022723,MIMAT0022723,hsa-miR-548h-3p,MI0006414,0,0,0,0
chrX:118386401-118386424,miRNA,+,MIMAT0022724,MIMAT0022724,hsa-miR-1277-5p,MI0006419,0,0,0,0
chr1:167998699-167998720,miRNA,+,MIMAT0022725,MIMAT0022725,hsa-miR-1255b-2-3p,MI0006436,0,0,0,0
chr22:20086072-20086093,miRNA,+,MIMAT0022726,MIMAT0022726,hsa-miR-1306-5p,MI0006443,6,7,3,0
chr10:103394341-103394361,miRNA,-,MIMAT0022727,MIMAT0022727,hsa-miR-1307-5p,MI0006444,176,44,178,339
chrX:147189717-147189739,miRNA,-,MIMAT0022728,MIMAT0022728,hsa-miR-513c-3p,MI0006649,0,0,0,0
chr4:173268205-173268229,miRNA,+,MIMAT0022730,MIMAT0022730,hsa-miR-548t-3p,MI0014164,0,0,0,0
chr17:30117095-30117117,miRNA,-,MIMAT0022731,MIMAT0022731,hsa-miR-3184-3p,MI0014226,0,0,0,0
chr19:47226990-47227011,miRNA,-,MIMAT0022732,MIMAT0022732,hsa-miR-3191-5p,MI0014236,0,0,0,0
chr21:18686135-18686157,miRNA,-,MIMAT0022733,MIMAT0022733,hsa-miR-548x-5p,MI0014244,0,0,0,0
chrX:74218587-74218608,miRNA,+,MIMAT0022735,MIMAT0022735,hsa-miR-374c-3p,MI0016684,0,0,0,0
chr19:45674978-45674999,miRNA,-,MIMAT0022736,MIMAT0022736,hsa-miR-642b-5p,MI0016685,0,0,0,0
chr7:30289854-30289875,miRNA,-,MIMAT0022737,MIMAT0022737,hsa-miR-550b-2-5p,MI0016686,0,0,0,0
chr7:32733041-32733062,miRNA,-,MIMAT0022737_1,MIMAT0022737,hsa-miR-550b-2-5p,MI0016687,0,0,0,0
chr20:38516569-38516590,miRNA,+,MIMAT0022738,MIMAT0022738,hsa-miR-548o-5p,MI0016746,0,0,0,0
chrX:38023949-38023971,miRNA,-,MIMAT0022739,MIMAT0022739,hsa-miR-548aj-5p,MI0016815,0,0,0,0
chrX:16627055-16627076,miRNA,-,MIMAT0022740,MIMAT0022740,hsa-miR-548am-5p,MI0016904,0,0,0,0
chr15:88611856-88611879,miRNA,-,MIMAT0022741,MIMAT0022741,hsa-miR-3529-3p,MI0017351,0,0,0,0
chr17:31575439-31575460,miRNA,+,MIMAT0022833,MIMAT0022833,hsa-miR-365b-5p,MI0000769,54,4,0,12
chr17:31575478-31575499,miRNA,+,MIMAT0022834,MIMAT0022834,hsa-miR-365b-3p,MI0000769,0,0,0,0
chr14:101043029-101043050,miRNA,+,MIMAT0022838,MIMAT0022838,hsa-miR-1185-1-3p,MI0003844,3,1,209,252
chr19:47226988-47227010,miRNA,+,MIMAT0022839,MIMAT0022839,hsa-miR-3190-3p,MI0014235,24,1,2,3
chrX:53556241-53556262,miRNA,-,MIMAT0022842,MIMAT0022842,hsa-miR-98-3p,MI0000100,14,8,7,11
chr2:55988981-55989002,miRNA,-,MIMAT0022844,MIMAT0022844,hsa-miR-216a-3p,MI0000292,0,0,0,0
chr14:101039694-101039714,miRNA,+,MIMAT0022861,MIMAT0022861,hsa-miR-376c-5p,MI0000776,0,0,0,0
chr14:101045927-101045948,miRNA,+,MIMAT0022862,MIMAT0022862,hsa-miR-381-5p,MI0000789,0,0,0,1
chr14:101040459-101040480,miRNA,+,MIMAT0022923,MIMAT0022923,hsa-miR-376b-5p,MI0002466,0,0,0,1
chr14:101033768-101033789,miRNA,+,MIMAT0022924,MIMAT0022924,hsa-miR-495-5p,MI0003135,0,0,2,2
chrX:134546331-134546353,miRNA,-,MIMAT0022925,MIMAT0022925,hsa-miR-503-3p,MI0003188,3,0,0,0
chr14:101040080-101040100,miRNA,+,MIMAT0022928,MIMAT0022928,hsa-miR-376a-2-5p,MI0003529,0,0,2,0
chr14:101026034-101026055,miRNA,+,MIMAT0022929,MIMAT0022929,hsa-miR-758-5p,MI0003757,0,0,5,4
chr8:143813010-143813029,miRNA,-,MIMAT0022938,MIMAT0022938,hsa-miR-937-5p,MI0005759,1,0,0,1
chr8:144394161-144394181,miRNA,-,MIMAT0022939,MIMAT0022939,hsa-miR-939-3p,MI0005761,0,0,0,0
chr12:119713678-119713695,miRNA,-,MIMAT0022940,MIMAT0022940,hsa-miR-1178-5p,MI0006271,0,0,0,0
chr19:2234133-2234149,miRNA,-,MIMAT0022941,MIMAT0022941,hsa-miR-1227-5p,MI0006316,0,0,0,0
chr5:179798323-179798346,miRNA,-,MIMAT0022942,MIMAT0022942,hsa-miR-1229-5p,MI0006319,0,0,0,2
chr15:34382126-34382147,miRNA,-,MIMAT0022943,MIMAT0022943,hsa-miR-1233-5p,MI0006323,0,0,0,0
chr15:34528347-34528368,miRNA,-,MIMAT0022943_1,MIMAT0022943,hsa-miR-1233-5p,MI0015973,0,0,0,0
chr6:31956918-31956939,miRNA,-,MIMAT0022945,MIMAT0022945,hsa-miR-1236-5p,MI0006326,0,0,0,0
chr11:64368651-64368671,miRNA,+,MIMAT0022946,MIMAT0022946,hsa-miR-1237-5p,MI0006327,0,0,0,0
chr19:10552122-10552144,miRNA,+,MIMAT0022947,MIMAT0022947,hsa-miR-1238-5p,MI0006328,0,0,0,0
chr20:2652819-2652838,miRNA,+,MIMAT0022948,MIMAT0022948,hsa-miR-1292-3p,MI0006433,0,0,0,0
chr2:188995671-188995691,miRNA,+,MIMAT0022965,MIMAT0022965,hsa-miR-3606-3p,MI0015996,0,0,0,0
chr20:45705109-45705131,miRNA,-,MIMAT0022966,MIMAT0022966,hsa-miR-3617-3p,MI0016007,0,0,0,0
chr1:228097285-228097306,miRNA,+,MIMAT0022967,MIMAT0022967,hsa-miR-3620-5p,MI0016011,1,0,0,0
chr9:109511518-109511538,miRNA,-,MIMAT0022970,MIMAT0022970,hsa-miR-3927-5p,MI0016435,0,0,0,0
chr6:33698191-33698212,miRNA,+,MIMAT0022975,MIMAT0022975,hsa-miR-3934-3p,MI0016590,0,0,0,0
chr1:12191713-12191735,miRNA,+,MIMAT0022977,MIMAT0022977,hsa-miR-4632-5p,MI0017259,0,0,0,0
chr18:48670648-48670668,miRNA,+,MIMAT0022978,MIMAT0022978,hsa-miR-4743-3p,MI0017381,0,0,0,0
chr19:49888209-49888230,miRNA,+,MIMAT0022979,MIMAT0022979,hsa-miR-4750-3p,MI0017389,0,0,0,0
chr17:46973069-46973091,miRNA,+,MIMAT0022984,MIMAT0022984,hsa-miR-5089-3p,MI0017978,0,0,0,0
chr22:28459925-28459944,miRNA,+,MIMAT0023116,MIMAT0023116,hsa-miR-5739,MI0019412,0,0,0,0
chr3:50227438-50227457,miRNA,+,MIMAT0023252,MIMAT0023252,hsa-miR-5787,MI0019797,0,0,0,0
chr1:63326964-63326984,miRNA,-,MIMAT0023693,MIMAT0023693,hsa-miR-6068,MI0020345,0,0,0,0
chr22:35336768-35336788,miRNA,-,MIMAT0023694,MIMAT0023694,hsa-miR-6069,MI0020346,0,0,0,0
chr21:43609953-43609971,miRNA,-,MIMAT0023695,MIMAT0023695,hsa-miR-6070,MI0020347,0,0,0,0
chr2:85783657-85783675,miRNA,-,MIMAT0023696,MIMAT0023696,hsa-miR-6071,MI0020348,0,0,0,0
chr10:2076031-2076052,miRNA,-,MIMAT0023697,MIMAT0023697,hsa-miR-6072,MI0020349,0,0,0,0
chr11:15969555-15969574,miRNA,-,MIMAT0023698,MIMAT0023698,hsa-miR-6073,MI0020350,0,0,0,0
chr12:66023650-66023669,miRNA,-,MIMAT0023699,MIMAT0023699,hsa-miR-6074,MI0020351,0,0,0,0
chr5:1510767-1510787,miRNA,-,MIMAT0023700,MIMAT0023700,hsa-miR-6075,MI0020352,0,0,0,0
chr14:49966399-49966419,miRNA,+,MIMAT0023701,MIMAT0023701,hsa-miR-6076,MI0020353,0,0,0,0
chr1:148388294-148388314,miRNA,+,MIMAT0023702,MIMAT0023702,hsa-miR-6077,MI0020354,0,0,0,0
chr10:3991178-3991196,miRNA,+,MIMAT0023703,MIMAT0023703,hsa-miR-6078,MI0020355,0,0,0,0
chr1:43838657-43838680,miRNA,+,MIMAT0023704,MIMAT0023704,hsa-miR-6079,MI0020356,0,0,0,0
chr17:64780796-64780814,miRNA,+,MIMAT0023705,MIMAT0023705,hsa-miR-6080,MI0020357,0,0,0,0
chr9:95065406-95065429,miRNA,+,MIMAT0023706,MIMAT0023706,hsa-miR-6081,MI0020358,0,0,0,0
chr4:171186189-171186207,miRNA,+,MIMAT0023707,MIMAT0023707,hsa-miR-6082,MI0020359,0,0,0,0
chr3:124374408-124374427,miRNA,+,MIMAT0023708,MIMAT0023708,hsa-miR-6083,MI0020360,0,0,0,0
chr1:20633756-20633775,miRNA,+,MIMAT0023709,MIMAT0023709,hsa-miR-6084,MI0020361,0,0,0,0
chr15:62343111-62343129,miRNA,+,MIMAT0023710,MIMAT0023710,hsa-miR-6085,MI0020362,0,0,0,0
chrX:13590293-13590312,miRNA,+,MIMAT0023711,MIMAT0023711,hsa-miR-6086,MI0020363,0,0,0,0
chr19:45436654-45436673,miRNA,+,MIMAT0023713,MIMAT0023713,hsa-miR-6088,MI0020365,0,0,0,0
chrX:2609229-2609252,miRNA,+,MIMAT0023714,MIMAT0023714,hsa-miR-6089,MI0020366,0,0,0,0
chrY:2609229-2609252,miRNA,+,MIMAT0023714_1,MIMAT0023714,hsa-miR-6089,MI0023563,0,0,0,0
chr11:128522430-128522448,miRNA,+,MIMAT0023715,MIMAT0023715,hsa-miR-6090,MI0020367,0,0,0,0
chr11:12163692-12163711,miRNA,+,MIMAT0024597,MIMAT0024597,hsa-miR-6124,MI0021258,0,0,0,0
chr12:62260418-62260437,miRNA,+,MIMAT0024598,MIMAT0024598,hsa-miR-6125,MI0021259,1,0,0,0
chr16:3485422-3485439,miRNA,-,MIMAT0024599,MIMAT0024599,hsa-miR-6126,MI0021260,0,0,0,0
chr1:22633328-22633346,miRNA,-,MIMAT0024610,MIMAT0024610,hsa-miR-6127,MI0021271,0,0,0,0
chr11:56743943-56743961,miRNA,+,MIMAT0024611,MIMAT0024611,hsa-miR-6128,MI0021272,0,0,0,0
chr17:37615001-37615019,miRNA,-,MIMAT0024612,MIMAT0024612,hsa-miR-378j,MI0021273,0,0,0,0
chr17:49288416-49288434,miRNA,-,MIMAT0024613,MIMAT0024613,hsa-miR-6129,MI0021274,0,0,0,0
chr21:23079354-23079372,miRNA,+,MIMAT0024614,MIMAT0024614,hsa-miR-6130,MI0021275,0,0,0,0
chr5:10478107-10478125,miRNA,+,MIMAT0024615,MIMAT0024615,hsa-miR-6131,MI0021276,0,0,0,0
chr7:117020231-117020249,miRNA,+,MIMAT0024616,MIMAT0024616,hsa-miR-6132,MI0021277,1,1,2,0
chr7:133290951-133290969,miRNA,+,MIMAT0024617,MIMAT0024617,hsa-miR-6133,MI0021278,0,0,0,0
chrX:28495575-28495593,miRNA,-,MIMAT0024618,MIMAT0024618,hsa-miR-6134,MI0021279,0,0,0,0
chr17:49510825-49510843,miRNA,+,MIMAT0024782,MIMAT0024782,hsa-miR-6165,MI0021472,0,0,0,0
chr5:151522123-151522144,miRNA,-,MIMAT0025450,MIMAT0025450,hsa-miR-6499-5p,MI0022209,0,0,0,0
chr5:151522088-151522109,miRNA,-,MIMAT0025451,MIMAT0025451,hsa-miR-6499-3p,MI0022209,0,0,0,0
chr3:32506342-32506362,miRNA,-,MIMAT0025452,MIMAT0025452,hsa-miR-548ay-5p,MI0022210,0,0,0,0
chr3:32506305-32506326,miRNA,-,MIMAT0025453,MIMAT0025453,hsa-miR-548ay-3p,MI0022210,1,1,1,0
chr1:51060031-51060054,miRNA,+,MIMAT0025454,MIMAT0025454,hsa-miR-6500-5p,MI0022211,0,0,0,0
chr1:51060072-51060092,miRNA,+,MIMAT0025455,MIMAT0025455,hsa-miR-6500-3p,MI0022211,0,0,0,0
chr8:119325190-119325211,miRNA,+,MIMAT0025456,MIMAT0025456,hsa-miR-548az-5p,MI0022212,0,0,0,0
chr8:119325228-119325248,miRNA,+,MIMAT0025457,MIMAT0025457,hsa-miR-548az-3p,MI0022212,0,0,0,0
chr21:33550664-33550685,miRNA,+,MIMAT0025458,MIMAT0025458,hsa-miR-6501-5p,MI0022213,0,0,1,0
chr21:33550705-33550727,miRNA,+,MIMAT0025459,MIMAT0025459,hsa-miR-6501-3p,MI0022213,0,0,0,0
chr12:66251091-66251112,miRNA,+,MIMAT0025460,MIMAT0025460,hsa-miR-6502-5p,MI0022214,0,0,1,0
chr12:66251128-66251148,miRNA,+,MIMAT0025461,MIMAT0025461,hsa-miR-6502-3p,MI0022214,0,0,0,0
chr11:60209118-60209140,miRNA,-,MIMAT0025462,MIMAT0025462,hsa-miR-6503-5p,MI0022215,0,0,0,0
chr11:60209084-60209104,miRNA,-,MIMAT0025463,MIMAT0025463,hsa-miR-6503-3p,MI0022215,0,0,0,0
chr16:81611352-81611372,miRNA,+,MIMAT0025464,MIMAT0025464,hsa-miR-6504-5p,MI0022216,0,0,0,0
chr16:81611387-81611406,miRNA,+,MIMAT0025465,MIMAT0025465,hsa-miR-6504-3p,MI0022216,0,0,0,0
chr12:48132800-48132821,miRNA,+,MIMAT0025466,MIMAT0025466,hsa-miR-6505-5p,MI0022217,13,1,2,1
chr12:48132847-48132867,miRNA,+,MIMAT0025467,MIMAT0025467,hsa-miR-6505-3p,MI0022217,0,0,0,1
chr16:15611072-15611094,miRNA,-,MIMAT0025468,MIMAT0025468,hsa-miR-6506-5p,MI0022218,0,0,1,0
chr16:15611031-15611052,miRNA,-,MIMAT0025469,MIMAT0025469,hsa-miR-6506-3p,MI0022218,0,0,0,0
chr10:98924543-98924563,miRNA,-,MIMAT0025470,MIMAT0025470,hsa-miR-6507-5p,MI0022219,0,0,0,0
chr10:98924502-98924523,miRNA,-,MIMAT0025471,MIMAT0025471,hsa-miR-6507-3p,MI0022219,0,0,0,0
chr21:39447014-39447034,miRNA,+,MIMAT0025472,MIMAT0025472,hsa-miR-6508-5p,MI0022220,0,0,0,0
chr21:39447046-39447067,miRNA,+,MIMAT0025473,MIMAT0025473,hsa-miR-6508-3p,MI0022220,0,0,0,0
chr7:135207044-135207064,miRNA,-,MIMAT0025474,MIMAT0025474,hsa-miR-6509-5p,MI0022221,10,4,0,0
chr7:135207006-135207027,miRNA,-,MIMAT0025475,MIMAT0025475,hsa-miR-6509-3p,MI0022221,0,0,0,0
chr17:41517194-41517215,miRNA,-,MIMAT0025476,MIMAT0025476,hsa-miR-6510-5p,MI0022222,0,0,0,0
chr17:41517166-41517186,miRNA,-,MIMAT0025477,MIMAT0025477,hsa-miR-6510-3p,MI0022222,0,0,0,0
chr16:14925941-14925963,miRNA,+,MIMAT0025478,MIMAT0025478,hsa-miR-6511a-5p,MI0022223,0,0,0,0
chr16:16324592-16324614,miRNA,+,MIMAT0025478_1,MIMAT0025478,hsa-miR-6511a-5p,MI0023564,0,0,0,0
chr16:16368880-16368902,miRNA,+,MIMAT0025478_2,MIMAT0025478,hsa-miR-6511a-5p,MI0023565,0,0,0,0
chr16:18344053-18344075,miRNA,-,MIMAT0025478_3,MIMAT0025478,hsa-miR-6511a-5p,MI0023566,0,0,0,0
chr16:14925980-14926001,miRNA,+,MIMAT0025479,MIMAT0025479,hsa-miR-6511a-3p,MI0022223,0,0,0,0
chr16:16324631-16324652,miRNA,+,MIMAT0025479_1,MIMAT0025479,hsa-miR-6511a-3p,MI0023564,0,0,0,0
chr16:16368919-16368940,miRNA,+,MIMAT0025479_2,MIMAT0025479,hsa-miR-6511a-3p,MI0023565,0,0,0,0
chr16:18344015-18344036,miRNA,-,MIMAT0025479_3,MIMAT0025479,hsa-miR-6511a-3p,MI0023566,0,0,0,0
chr2:177313853-177313874,miRNA,-,MIMAT0025480,MIMAT0025480,hsa-miR-6512-5p,MI0022224,0,0,0,0
chr2:177313811-177313832,miRNA,-,MIMAT0025481,MIMAT0025481,hsa-miR-6512-3p,MI0022224,0,0,0,0
chr2:218280164-218280186,miRNA,-,MIMAT0025482,MIMAT0025482,hsa-miR-6513-5p,MI0022225,1,0,0,1
chr2:218280127-218280147,miRNA,-,MIMAT0025483,MIMAT0025483,hsa-miR-6513-3p,MI0022225,0,0,0,0
chr11:62792749-62792771,miRNA,-,MIMAT0025484,MIMAT0025484,hsa-miR-6514-5p,MI0022226,6,3,2,5
chr11:62792702-62792722,miRNA,-,MIMAT0025485,MIMAT0025485,hsa-miR-6514-3p,MI0022226,1,3,0,1
chr19:12940486-12940506,miRNA,+,MIMAT0025486,MIMAT0025486,hsa-miR-6515-5p,MI0022227,7,2,2,7
chr19:12940521-12940540,miRNA,+,MIMAT0025487,MIMAT0025487,hsa-miR-6515-3p,MI0022227,1,0,0,3
chr10:112299660-112299680,miRNA,+,MIMAT0025841,MIMAT0025841,hsa-miR-6715a-3p,MI0022548,4,16,2,0
chr10:112299658-112299678,miRNA,-,MIMAT0025842,MIMAT0025842,hsa-miR-6715b-5p,MI0022549,0,0,0,0
chr10:112299622-112299643,miRNA,-,MIMAT0025843,MIMAT0025843,hsa-miR-6715b-3p,MI0022549,0,9,0,2
chr11:118644015-118644034,miRNA,+,MIMAT0025844,MIMAT0025844,hsa-miR-6716-5p,MI0022550,0,0,0,1
chr11:118644048-118644069,miRNA,+,MIMAT0025845,MIMAT0025845,hsa-miR-6716-3p,MI0022550,9,8,1,2
chr14:21023355-21023376,miRNA,-,MIMAT0025846,MIMAT0025846,hsa-miR-6717-5p,MI0022551,0,0,0,0
chr16:2106720-2106743,miRNA,-,MIMAT0025847,MIMAT0025847,hsa-miR-6511b-5p,MI0022552,0,0,0,0
chr16:15134117-15134140,miRNA,-,MIMAT0025847_1,MIMAT0025847,hsa-miR-6511b-5p,MI0023431,0,0,0,0
chr16:2106679-2106701,miRNA,-,MIMAT0025848,MIMAT0025848,hsa-miR-6511b-3p,MI0022552,0,0,0,0
chr16:15134076-15134098,miRNA,-,MIMAT0025848_1,MIMAT0025848,hsa-miR-6511b-3p,MI0023431,0,0,0,0
chr18:3885363-3885383,miRNA,+,MIMAT0025849,MIMAT0025849,hsa-miR-6718-5p,MI0022553,0,0,0,0
chr19:39829726-39829747,miRNA,-,MIMAT0025850,MIMAT0025850,hsa-miR-6719-3p,MI0022554,0,0,0,0
chr6:1390324-1390345,miRNA,-,MIMAT0025851,MIMAT0025851,hsa-miR-6720-3p,MI0022555,17,0,8,11
chr6:32170084-32170106,miRNA,-,MIMAT0025852,MIMAT0025852,hsa-miR-6721-5p,MI0022556,12,5,0,2
chr9:136746941-136746960,miRNA,-,MIMAT0025853,MIMAT0025853,hsa-miR-6722-5p,MI0022557,0,0,0,0
chr9:136746903-136746924,miRNA,-,MIMAT0025854,MIMAT0025854,hsa-miR-6722-3p,MI0022557,0,0,0,0
chr21:8205325-8205347,miRNA,+,MIMAT0025856,MIMAT0025856,hsa-miR-6724-5p,MI0022559,0,0,0,0
chr21:8249515-8249537,miRNA,+,MIMAT0025856_1,MIMAT0025856,hsa-miR-6724-5p,MI0031516,0,0,0,0
chr21:8388372-8388394,miRNA,+,MIMAT0025856_2,MIMAT0025856,hsa-miR-6724-5p,MI0031517,0,0,0,0
chr21:8432540-8432562,miRNA,+,MIMAT0025856_3,MIMAT0025856,hsa-miR-6724-5p,MI0031518,0,0,0,0
chrX:145992796-145992816,miRNA,-,MIMAT0025857,MIMAT0025857,hsa-miR-892c-5p,MI0022560,0,0,0,0
chrX:145992760-145992781,miRNA,-,MIMAT0025858,MIMAT0025858,hsa-miR-892c-3p,MI0022560,0,0,0,0
chr21:16539883-16539904,miRNA,+,MIMAT0026472,MIMAT0026472,hsa-let-7c-3p,MI0000064,0,1,0,0
chr4:8005347-8005367,miRNA,-,MIMAT0026473,MIMAT0026473,hsa-miR-95-5p,MI0000097,0,0,0,0
chr14:23388637-23388658,miRNA,-,MIMAT0026474,MIMAT0026474,hsa-miR-208a-5p,MI0000251,0,0,0,0
chr11:568150-568171,miRNA,-,MIMAT0026475,MIMAT0026475,hsa-miR-210-5p,MI0000286,3,1,1,5
chr1:220117877-220117899,miRNA,-,MIMAT0026476,MIMAT0026476,hsa-miR-215-3p,MI0000291,0,0,1,0
chr2:135665411-135665433,miRNA,+,MIMAT0026477,MIMAT0026477,hsa-miR-128-1-5p,MI0000447,7,2,2,0
chr18:21825749-21825770,miRNA,-,MIMAT0026478,MIMAT0026478,hsa-miR-133a-5p,MI0000450,0,0,0,0
chr20:62564933-62564954,miRNA,+,MIMAT0026478_1,MIMAT0026478,hsa-miR-133a-5p,MI0000451,0,0,0,0
chr17:48037210-48037232,miRNA,-,MIMAT0026479,MIMAT0026479,hsa-miR-152-5p,MI0000462,10,6,10,15
chr7:157574387-157574408,miRNA,-,MIMAT0026480,MIMAT0026480,hsa-miR-153-5p,MI0000464,0,0,0,0
chr14:101054732-101054754,miRNA,+,MIMAT0026481,MIMAT0026481,hsa-miR-134-3p,MI0000474,0,0,4,2
chr15:62824008-62824028,miRNA,+,MIMAT0026482,MIMAT0026482,hsa-miR-190a-3p,MI0000486,0,0,0,0
chr14:100911151-100911172,miRNA,+,MIMAT0026483,MIMAT0026483,hsa-miR-370-5p,MI0000778,1,0,2,1
chr19:53787895-53787917,miRNA,+,MIMAT0026484,MIMAT0026484,hsa-miR-372-5p,MI0000780,2,0,3,0
chr8:14853443-14853461,miRNA,-,MIMAT0026485,MIMAT0026485,hsa-miR-383-3p,MI0000791,0,0,0,0
chr16:67202367-67202389,miRNA,-,MIMAT0026486,MIMAT0026486,hsa-miR-328-5p,MI0000804,1,0,0,1
chr14:100881897-100881918,miRNA,+,MIMAT0026554,MIMAT0026554,hsa-miR-433-5p,MI0001723,0,0,30,7
chr14:101026797-101026819,miRNA,+,MIMAT0026555,MIMAT0026555,hsa-miR-329-5p,MI0001725,0,0,0,0
chr14:101027114-101027136,miRNA,+,MIMAT0026555_1,MIMAT0026555,hsa-miR-329-5p,MI0001726,0,0,0,0
chr14:101065465-101065487,miRNA,+,MIMAT0026557,MIMAT0026557,hsa-miR-412-5p,MI0002464,16,6,15,6
chr14:101065925-101065945,miRNA,+,MIMAT0026558,MIMAT0026558,hsa-miR-410-5p,MI0002465,0,0,2,1
chr14:101052458-101052479,miRNA,+,MIMAT0026559,MIMAT0026559,hsa-miR-487a-5p,MI0002471,0,0,30,13
chr7:93483985-93484006,miRNA,-,MIMAT0026605,MIMAT0026605,hsa-miR-489-5p,MI0003124,0,0,0,0
chr10:17845160-17845179,miRNA,+,MIMAT0026606,MIMAT0026606,hsa-miR-511-3p,MI0003127,0,0,0,0
chr14:101029648-101029670,miRNA,+,MIMAT0026607,MIMAT0026607,hsa-miR-494-5p,MI0003134,0,0,1,3
chr19:13874953-13874973,miRNA,+,MIMAT0026608,MIMAT0026608,hsa-miR-181d-3p,MI0003139,0,0,0,0
chr19:53682173-53682194,miRNA,+,MIMAT0026609,MIMAT0026609,hsa-miR-520f-5p,MI0003146,0,0,0,0
chr19:53713361-53713385,miRNA,+,MIMAT0026610,MIMAT0026610,hsa-miR-519d-5p,MI0003162,1,0,1,0
chr19:53722182-53722204,miRNA,+,MIMAT0026611,MIMAT0026611,hsa-miR-520g-5p,MI0003166,0,0,0,0
chrX:138667724-138667744,miRNA,-,MIMAT0026612,MIMAT0026612,hsa-miR-504-3p,MI0003189,5,4,0,1
chrX:147272342-147272362,miRNA,-,MIMAT0026613,MIMAT0026613,hsa-miR-510-3p,MI0003197,0,1,0,0
chr14:101046469-101046490,miRNA,+,MIMAT0026614,MIMAT0026614,hsa-miR-487b-5p,MI0003530,0,0,0,0
chr1:34669650-34669670,miRNA,-,MIMAT0026615,MIMAT0026615,hsa-miR-552-5p,MI0003557,0,0,0,0
